Image_id,Image_name,Level1,Level2,label,text
283,283.jpg,Troll/Oppose,Troll/Oppose Against Person,1,டட ப பபப வறிது oh எனா மடு ets Ta aT வாட eg EE ணை 1 அட 11 ப எல அய ட ட ௩ 3 ly பட செல்லூர் ராஜு இ ரி ஆ ் இதத வ 91 1 ௫ Ny f mt ன Say ் சித ் ie a Fe v 19 ட ல்
284,284.jpg,Support/Praise,Support for person,1,முத்துவேல் கருணாநிதி ஸ்டாலின் எனும் நான் இ உடு வசண்ணை ne A pied ௬ இ டத lt Ladd eal 23 வது UT eee odin நத ட 7 0 11 ப்ப அது பதவி எற்கிறார் மு க ஸ்ட ஈலின் ந்த பராய வதை 4 ச் ட த a x த a 7 2 fe ல் yo be uD i al 7 wy A ஆ Pa தி த ஏ வ ன்றி a Fe fe th wr உ 5 ப fo Pk உ ணன் ர ஷூ ட a Ae a a ் 7 a v7 iy io q ன ட் 6 ப சி ப டடம வேற்றுக் குடியின் கூப்பாடு இனி நாட்டுக்குள்ள கேக்காது தமிழின முகவரி இனி விழித் திறந்திடுமே
285,285.jpg,Troll/Oppose,Troll/Oppose Against Party,1,நாங்கள் திமுக மாகிரி இிழுமைகள் இல்லை ன ல 1 ஜீ ் ௮ க ் a lew x a a ட ் நல் 3 ட த டவ பஸ ் அதிமுக கூட்டணியில் அங்கம் வகிக்கும் கட்சிகள் சுதந்திரமாக செயல்படக்கூடிய கட்சிகள் திமுக மாதிரி அடிமை கட்சி இல்லை வண edie Cae 2 ஸ் ப பவ ட ் A is டர் அ தி 5 ன ட டட நாங்கள் பிஜேபியின் 7 கொத்தழமைகள் 77
287,287.jpg,Troll/Oppose,Troll/Oppose Against Party,1,விவசாயிகளின் தோழன் விஜய le a பதி ஆ Sonia Arunkumar 1h விவசாயிகளை கொண்டாடும் கட்சி விவசாயிகள் கொண்டாடும் கட்சு குல் வெறும் விவசாய சின்னத்தை வெச்சிட்டு சுத்தி என்ன பிரவயோஜனம்ண்ணே டம் அ ருரு ப்பா w
288,288.jpg,Troll/Oppose,Troll/Oppose Against Person,1,ப் அ அ அதள டட டட BE தகாத மாவா வார 5g எவ 7 ட இ ் ந்த் வதக்க 2 2 OF ட் ஜீ a EGE SF ட்ப தி ன ஆதி ee அர k i Va ள் த ட வ வயத weed ன் she happy எறி hor go RO se ஆ ஓரு a ey A 3 er சி Ww Loe Bo வு து 2 v ee ௨ ் i ey vy ப f vide ரி ne yoru டச் A Ae ST AS RES POET TOROS ETRE OTE பலவ றை அவித்த வதி வ பவம் இம்மாத டலதம் விற ங்க வவ்க் PES ம் P தற்குறி தாடிபாலாஜி விரக்தி hehe one ee adi te தவெகவில் இணைந்த தாடி பாலாஜி விஜய்யை RO ee pn விரக்தியில் 5424௦௦ போட்டுள்ளார் a னி தனத
289,289.jpg,Troll/Oppose,Troll/Oppose Against Person,1,ர ee ரி ட 5 பள் ் yaw ல்க க Kt ne ane kere ay உங்க தலைவர் இன்னும் அந்த ier Me eez a t te
290,290.jpg,Troll/Oppose,Troll/Oppose Against Person,1,எடுப்ஸ் மத்திய அரசை மத்திய அரசு என்றே அழைக்க வேண்டும் ஆல லப அதத் ae 3 jee தகி ் த கவ டன ் ் விடய ம1டு மணலை களை A aa அரசியலமைப்பு சட்டத்த ஒழுங்கா படிச்சுட்டு வா போ
291,291.jpg,Troll/Oppose,Troll/Oppose Against Person,1,மிக்ஜம் புயல் பாதிப்பில் இருந்து மீண்டுவர சிறப்பாக செயல்பட்ட தமிழ்நாடு பிரசு an a த tam i 7 i f io ர ் ஞா டடத ப்தி 1 என்னங்க சொல்றீங்க நிலமிமாவா or Ta 1 அத வதி ப ந்த 6 hems oa ee 1 க்
292,292.jpg,Support/Praise,Support for person,1,ப அ ட் A ் டூ ஜ் கி தனியார் மருத்துவமனையில் கொரோனாவுக்கு இலவச சிகிச்சை தனியார் மருத்துவமனைகளில் கொரானா சிகிச்சைக்கான கட்டணத்தை தமிழக அரச காப்பீட்டு திட்டத்தின் கீழ் ஏற்கும் முதல்வர் மு க ஸ்டாலின் கையெழுத்திட்டார் ச re c oy a ஆட NY Od ட் வட்டு ய பி a இ a 2 ஆட் ந mee kt Arumayaana thittam 3 3 ச
294,294.jpg,Troll/Oppose,Troll/Oppose Against Person,1,0 ் aa ் ் டப ட 2 ச hs aa a ் ole ௬ இ ் ் டூ ் க ie வ் ப் தீய் ட சஜி அட இட fe _ ae ee oe 77 an தத கள் இ அனி பது a ஆ மலதிசமாவிஷைவன் ps mere ta ச Boe bos Oe ச் இட் ன்னை ener ae ட்ட ay oY நடிகன் டா 23
295,295.jpg,Troll/Oppose,Troll/Oppose Against Party,1,நின்னுகினா அஞ்சு படுத்தா பத்து இப்படிப்பட்ட கருத்துகளை பேசித்தான் திராவிட யக்கத்தை வளர்த்தோம் TR OF ழக த ் ies y 7 wa bs a a i Wade ie J த் ட ச் பத்தி ட ௮ ் க ௬௮ கேவலமான விசயத்த பருமையா பேசுறாரு பாரு அக அற டந்த கந்தி ஆர 9 இதர ந டு ட் ர oe டு ந் are 4 ல் ப் A 81 ் 4 aia ன் பய் டன் துகள் பி பு i ய a 2 பப ப 4 a ப a i ந் Se Mee 4
296,296.jpg,Troll/Oppose,Troll/Oppose Against Party,1,CRAY NO 1703772028 நிழ்சிர்புற்ட ரசு ரர ASADUOONN OWAISS VE ARHON OF INDRA STAMLAGA VETTRI KAZHAGAM VE UNION OF HDA a ர Race ௦௮ அர்க்க 7 சசககக எ 15 வரம DA நடவ வையக லை வறுடூடன்பராண்தக்கக்ள் கனை இனத டட 4 அமை பன்னை அ ச செயா 0கக அண a Tanrontaaey Athearn Oa aed income Ma tem கணை பண wn ரக்ஷ On wet e Moreno oe ட ட Se னன் ட் தவெக வழக்கு பதிவு செய்த நாள் 7 3 நிப்பாட்ட
298,298.jpg,Troll/Oppose,Troll/Oppose Against Person,1,3 த் i ி ப a 3 mad ட் 1 ௩௪ ட ie re 5ஜி அலைக்கற்றை ஏலத்தில் முறைகேடு ஆ ராசா புகார் 5ஜி அலைக்கற்றை ஏலத்தில் முறைகேடு ரூ 5 லட்சம் கோடிக்கு சென்றிருக்க வேண்டிய 5ஜி ஏலம் ரூ 1 50 லட்சம் கோடிக்குதான் சென்றுள்ளது எஞ்சிய பணம் எங்கே சென்றது என்று மத்திய அரசுதான் lig லளிக்க வேண்டும் திமுக எம் பி ஆ ராசா _ i ன் ரி ES கு me BRes ப ் ய் ட் ் ர i ஸ்ர அ ன் ் 14 த் ஜி ச ae அ ட்டு ட ் உ a Nes r 7 ு கை 4 a ௮ ஆர் i தலை 4 4 த தர் தி நீ 2மலையே ஊழல் பண்ண உனக்கு த எ NMC ls I eIR sI
299,299.jpg,Troll/Oppose,Troll/Oppose Against Person,1,௩ இட தகனி ர மி நிலம் டன ட cee ௮௨ he ட இ Rr ae 14 ares r ga 7 டன அ ப் 4 3 That Pet பப ee ர ட ட டது அண் ம படவ கத ப அதத் பட தத்தத் ஆ ஜ் தெய தை அக yee SS தி ் ஜன் தப H வக ட் இ ரட் அது த ளி Pari sag ee ee aa ட fal E ey a ப்ட் ல் oe a a Yela yemia ipd panringa kirukku mental payalugala
302,302.jpg,Troll/Oppose,Troll/Oppose Against Person,1,விவாதங்களில் அதிமுக பங் கற்காது தொலைக்காட்சி மற்றும் சமூக ஊடக விவாதங்களில் அதிமுக இனி பங்கேற்காது அக்கட்சியின் ஒருங்கிணைப்பாளர்கள் ஓ பன்னீர்செல்வம் எடப்பாடி பழனிசாமி கூட்டறிக்கை ௬ க ர சட் EN ள் Tg ட்ட இ வன் i தம்ப யப அரி தீ ஜீ a ் ௫ a ft நாங்க இனி எந்த விவாதத்துக்கும் வரமாட்டோம்
303,303.jpg,Troll/Oppose,Troll/Oppose Against Person,1,wall i i a மின்சார சேமிப்பு நாட்டின் வளர்ச்சி ச்ச் ட ஞு ee Qe A நாம் சேமிக்கும் ஒவ்வொரு யூனிட் த மின்சாரமும் நாட்டின் வளர்ச்சிக்கு _ நத உதவும் சமூக அக்கறையுடன் மின்சாரத்தை க ச சிக்கனமாக செலவு செய்யவேண்டும் ட கடத பச் முதல்வர் பழனிசாமி a 5 அக a NI ed ண oe al a ் Co ௮8த மாதிரி தான் நீங்கள் 8சமிக்கும் ஒவ்வொரு ரூபாயும் தமிழ்நாட்டின் வளர்ச்சிக்கு உதவும் நூற்றாண்டு விழா மணிமண்டபம்னு பணத்தை வ்ணாக்காமல் ௪மூக அக்கறையுடன் சிக்கனமாக செலவு செய்யுங்கள்
305,305.jpg,Troll/Oppose,Troll/Oppose Against Person,1,ait ள் ட் என் சாவுக்கு பிரதமர் நவ மோடி அரசே காரணம் பத் கதபமழுதி வவத்து neta w Gougi dere uatarcyee oa கன் ஸி arr ட் ஆஷ னி a bey J ye me ககட்ட ட்டா க உட்டா கட் பட்ட பாட டாப ட ட டப்ப தை பார்ப்ப முடியவில்லை என்று வெட்க்குப்படும் சென்ராயன மோடி
306,306.jpg,Troll/Oppose,Troll/Oppose Against Person,1,1 2 tée 5 4 ண்ணா றி ate Te ர ஞ் a இப் ் in ta 1 ச ளோடு ரர இட்ப்டு மு யமமுடு தேவையா என்று அண்ணா எழுப்பிய ௮௬ கேள்வியை எண்ணிப் பார்க்கிறேன் டர ர a 122111 ta 4 as ரீ ட 4 ப க j al ப a த டட உ The onli mmunity hut mathi for Ta mils across the world
307,307.jpg,Troll/Oppose,Troll/Oppose Against Person,1,எண்ணண யாராவது 10 விணாடி புகழ்ந்தாலே எண் உடம்பு அருவருக்கும் அண்புமளரி தி eS en து அப்புடி நாண் என்ணத்து கீழிச்சிட்டேன்ணு எனக்கு பாராட்டு வீழா
308,308.jpg,Support/Praise,Support for person,1,தமிழக அரசியலில் ரஜினி புஸ்வாணமாஒ விடுவார் மான் ர் fj 7 ௪ னி iA க பூ ர ் Hf ் 2 bd a ட த td பத்தவச்சு பார்த்ததானே தெரியும் பட்டாசு வெடிக்குமா வெடிக்காதான்னு
309,309.jpg,Troll/Oppose,Troll/Oppose Against Person,1,A சு த ட்ட பப்பா rh அள 1111 1 11 ரா hie CE Oo Dis Pree ign ் oa உட்ப weer ஜ் பப லிட் y பத A என் கனவுல வந்ததுமட்டும் கல்லாம எனக்கு டா நாவா க எட உ பா Ree nr அப்பு
310,310.jpg,Troll/Oppose,Troll/Oppose Against Person,1,விவசாயிகளுக்காக ் எந்த தியாகத்தையும் ae செய்மத் தயார் Bene sca டட படு இ பாரத்து ஸா கா ௭ ௫ i Seth Ae Es
311,311.jpg,Troll/Oppose,Troll/Oppose Against Person,1,எக்ஸ் ககன னகால் ராஜ்யசபா எம்பி ப தணைப ரரஷிவயன பக்கு வரி பமல ப கவத திணிங்கம் f Top Trending Tamil Memes த அகர் பர a fee on பாண்டிகணா இ ர்
312,312.jpg,Troll/Oppose,Troll/Oppose Against Person,1,் i ் Pr Sa S a டத மபரிய Umea அரசியல் முடிவுகள் நிகழ்வுகள் நடக்காது பாஜக சட்டமன்ற உறுப்பினர் வானதி சீனிவாசன் a ஆமா காமெடியும் இருக்காது
313,313.jpg,Support/Praise,Support for person,1,முக்கீய செயக் நஜ 1௮ ஐ திமுகவில் இருந்து2பேர் தத் நீக்கம் ் ர் 5௪ ரி 1 மதுரவாயல் பகுதியில் அம்மா உணவகத்தின் ந்த பெயர் பலகையை நீக்கிய திமுகவை சேர்ந்த 2யேர்கட்சிமில் இருந்துநீக்கம டர liv Naa முதலமைச்சராக பதவியேற்கவுள்ள நி Bee மு க ஸ்டாலின் உத்தரவு க்ஷ ் es டக ஆ ப ன re ல 7 ப றி Thappu senjavanga thannoda katchi nu therinjum odaney arrest pannatha nenacha perumaya irukku
315,315.jpg,Troll/Oppose,Troll/Oppose Against Person,1,ட்டது ட கணண அவத தது இ Len a Oe Geen ae AR Oe il ர்ச் ஷக் 4 ace aa i eA bs a ae SR த ee OE A ட் ia Va a த க 30 ஈறிற் நை மட் oy ட a ze are ஸ்ர 11 சி 2 hs al ப இரதி a அட ் Tee an ee ண் ணட J ட ப அ ௫ ன ட Pp ௨ ் இ க vy ee ல் i ee ee cA பச் és ட பட உ த ல் எ ர் ETN wie exer ப தவெகவில் இணைந்த தாடி பாலாஜி விஜய்யை ப னய ப்பத் பப பத பப இவருக்கு எந்த பொறுப்பும் கிடைக்காததால் விரக்தியில் 54௧40 போட்டுள்ளார் a vo தனத அ
316,316.jpg,Troll/Oppose,Troll/Oppose Against Person,1,a ன்னை லு லலி 6௮ ver ட ஆ யது துட டட அதது ன ன் டண் 0 ay உங்க தலைவர் இன்னும் அந்த Tiered Maeda t te ee
317,317.jpg,Troll/Oppose,Troll/Oppose Against Person,1,எடுப்ஸ் மத்திய அரசை மத்திய அரசு என்றே அழைக்க வேண்டும் ee f OSE OS POHANG Ey a பூ ப al த ண கோ பரந்தாமன் 402 ககன் A வண் ள் அரசியலமைப்பு சட்டத்த ஒழுங்கா படிச்சுட்டு வா போ
319,319.jpg,Support/Praise,Support for person,1,அ அ ட் r la aA தனியார் மருத்துவமனையில் கொரோனாவுக்கு இலவச சிகிச்சை தனியார் மருத்துவமனைகளில் கொரானா சிகிச்சைக்கான கட்டணத்தை தமிழக அரச காப்பீட்டு திட்டத்தின் கீழ் ஏற்கும் முதல்வர் மு க ஸ்டாலின் கையெழுத்திட்டார் ணட ச re c oy ் தளி 4 i ப 7 ் aie Ni os y P ச a ஆட் ந i 1 ae க்பாாளுொரர்ர்ரள 1 ச
320,320.jpg,Support/Praise,Support for party,1,ணீ ப த ் ப ் ம் ம் த் a உ வட படக oy fa ர ஸ்ஸ் றி அது ye ன ப் ன் ieee aera ain ம் த ராத ஓ ந்னு ப Pare i ர் r ட பட் 7 5 தக் Fi a ந ௫ த னை 24 ் ட ன ட DD இ இ ட தி ் ் ட் யூ PHA ந்து மிமி ் 7 Bs in த an i ர ் a ச் ந் ர் we அ i ee இ படா டப்ப படத் Wee Oe ட் த aa 5 Y a ச இம் Jes 3 Ra Fey wy aS se a oe அனு தி ் ர ப வவ வ ம அனு 114 4 இழி ரன WY oe i or ao
321,321.jpg,Support/Praise,Support for party,1,ர ரக 1 i தமிழக வெற்றி கழகம் q 5 Nn ப ப ப ப ப புளா் ்
322,322.jpg,Troll/Oppose,Troll/Oppose Against Person,1,நாட்டுல இந்த போலி தமிழர்கள் தொல்லை தாங்கமுடியலப்பா ரொட்டிக்கு பிரியாணிக்கும் மதம் மாறினவனெல்லாம் தமிழனாம் 7 1 ad a ச 7 _ ௩ இல் கட தர rm eee தப EF Ce y 5 A ௨ ௧௯ ஆ டு Es 2 sr a து ர ரன் oe f ee ee ம் 2 னக Ld ட க வ் 5 ee அட வை லி ல் ல 2 3 ஓ 7 வ re டட ட இது i இ த்
323,323.jpg,Troll/Oppose,Troll/Oppose Against Person,1,குஷ்பு பர்ய்ச்சல் ர இர் உ இணி 7 j
324,324.jpg,Support/Praise,Support for person,1,ANNAMALAI VS MUNKALAPS LATEST TROLL கேள்வி கேட்டு G54 வாங்கிய பயமும் 7 o of அ 2 ட் 4 ண 11 1 00 எயா ல்
325,325.jpg,Troll/Oppose,Troll/Oppose Against Person,1,
326,326.jpg,Troll/Oppose,Troll/Oppose Against Person,1,EdappadiPalaniswami a ன சோர a Mas 3 டட ர
327,327.jpg,Troll/Oppose,Troll/Oppose Against Person,1,ஆ சை ஒஓ tel MT Je a ae பொழுதுபோகலன்னா இவர வச்சா பிராங்க் பண்ணுவிங்க ட ப்ப fe ட e 2 oo y ஆ 3 ட ம ப் ட ன் திமுக எம் எல் ஏ க்கள் 10 பேர் எங்களுடன் ௫ சை பேசி வருகின்றனர் எடப்பாடி பழனிசாமி சி 6 6 6 6 6 6 e 6 லுவம்பாளையம் சிங்கம் தாக்கப்பட்டார் ThuppunaThodachippen ThuppunaThodachippen TT_Trolls
328,328.jpg,Troll/Oppose,Troll/Oppose Against Person,1,கடட த ட் ம் ரு IN னை பா 2 eee TOME WEA a TS பூ WAT அவவ es zal Re ARG REP Fem த்த வள் ஆ ப ஆஅ FE UME அட்டி ட உர 1 அபின் vo vr OK N a 3 ச் FDS is ர அணு அட்ட ட் ஒயாது ப ஆட 1 அட ட ஆய் அமல் 4 care உர ் oe சக w as க்கி ப oa ஆ வன்க யதி 4 Ilva namake tough kudupa pola iruke அ இ
329,329.jpg,Troll/Oppose,Troll/Oppose Against Person,1,EdappadiPalaniswami ஆ க ef ட ததன் Ss க Se NN ௬ ப ry an பகத க பு
330,330.jpg,Troll/Oppose,Troll/Oppose Against Party,1,TN ELECTION 2021 e க் ஸி 3 ் து ம a i ADMK
331,331.jpg,Troll/Oppose,Troll/Oppose Against Person,1,EPS Press Meet Troll ரச டக்க ய Re awe விட ச N உத ய்ய தை 6 பதி ௯ ன al Bt வர்க டத் நு aban ee nm
333,333.jpg,Troll/Oppose,Troll/Oppose Against Party,1,eo ஓ ட ர் ் ப 6 ம த ண்டி ae ச ஆது ரு a ட அறு தள் ட னு லு rae aa ஏா தது sot ay wally ran Ws ள் a Dak
337,337.jpg,Troll/Oppose,Troll/Oppose Against Person,1,என்னதான் நடக்கும் நடக்கட்டுமே Boryehs 8 ompwcGav PD cergnaré ur ume ர துரைமுருகன் பதம் a பட 1 சஷி ae Se oe ம டி ் ட அதத் a f 7 டட அதத் ப ட Ss fe Racal Pee oe ON Er பர i ரப சப்ப Bet MER Uy பபப ௮௮
338,338.jpg,Troll/Oppose,Troll/Oppose Against Person,1,மாங்கா ௫ கதறல் 78௦ப பத்தி இ Be ட ௫ ரி a K aay ep ஆ ௩ ் பி
339,339.jpg,Troll/Oppose,Troll/Oppose Against Person,1,பயிப் குறிய பிறி தியம் 11 ப ப்ப ப்ப பூ ars oat
340,340.jpg,Troll/Oppose,Troll/Oppose Against Person,1,Pe
341,341.jpg,Troll/Oppose,Troll/Oppose Against Party,1,பத்து ஷண்டுகால an woe ve க ட்ட ர ௦ rf SI oft ட் அதீறாக அஆஆமசியின் Henao
342,342.jpg,Troll/Oppose,Troll/Oppose Against Person,1,இரு அணிகளும் இணைய ரூபாய பக பட்டி ட்ப 0 i ன ட் iB க ட இசி தாக அனைய 7 oT Yee Veg ட J Fue ம ் த 0 டத த er oo வாங்க நிதி அமைச்சரிடம் தெர்மாகோள் ராசூ அறிவுரை
345,345.jpg,Troll/Oppose,Troll/Oppose Against Party,1,ஷ் ழ் Admk __ Bjpstatus rn தன ன ணை லாம் a a a a ் கி ஞ் a aa a eRe கி ஆளாடும் 7 அ ப 5 21 எடப்பாடந்தி மோடி 0 f ow rn tis ந ் ப துத் Berk eo a 0 eee ma த ஆட டதத கண்டப் னி தாண்டர்கள் 6 im து ் லர lore 6ஒ ஜு க ஜோ ஓ lg பிட 4 1 பூ y me ழ் டி இ பஸ ப் வு அணைப் ஷ் பாஜகவை விமர்சிக்க 6வண்டாம் அதிமுக அறிவுறுத்தல் மட்ரிட் அ ய மம மமம் ம் விமர்சனங்களையும் முன்வைக்க 6வண்டாம் என மாவட் செலயாளர்கள் கூட்டத்தில் அதிமுக ப்பி ப தப பக பப பா இதர கட்சிகளுடன் நாடாளுமன்ற தர்தல் சலட்டணி குறித்து பொதுச்செயலாளர் பி முடிவெடுக்கும் வரை நிர்வாகிகள் அமைதி காக்க அறிவுறுத்தல் த
346,346.jpg,Troll/Oppose,Troll/Oppose Against Person,1,OR 4 ் ட் ப த் 7 6 ட ee ரி if j G an ரி த ஆ mn AY பி 4 ri எவ்வளவு து டுளாலும் இறிவ வராதடா
348,348.jpg,Troll/Oppose,Troll/Oppose Against Person,1,CSUN நறறத்றாக தர் யக உ A ஸி 7 ae oy Ey y த் a EN i MoM ம Ti eat
350,350.jpg,Troll/Oppose,Troll/Oppose Against Person,1,211 இ OLR OTL அறிவுரை சொலலலாம் a வ ண ட 4 வ 4 தீ ட 9 ் 1 4 ட Se bell ம் அக எ ம்ப ட ௫ ர ராய wes
351,351.jpg,Troll/Oppose,Troll/Oppose Against Party,1,ன் cee coud aoa a நி oe ye ee aed Re che are ae in nage தத்தக்க ௨ அன்ப தன்ர த ள் வன்க ieg te bats tea Sateen வத கை ர பவ அப்பா அல ந்தை அட்டு க ப ல்ல டவ் 0 இ Cotman enn aienT eU mike ER eee PIRES சகலம் டட க COL ன அள் cee a ணையை மங்கையாக அபாய பா வதனா தத டவ அதன் Pe 1 i hn J I ப ்
352,352.jpg,Troll/Oppose,Troll/Oppose Against Person,1,டு ப டூ ட ஆடி 1 we ati ey arr el a Meal Ca 7 pa wy Wi al
353,353.jpg,Troll/Oppose,Troll/Oppose Against Person,1,பர ய ிப்ய்புிய ட2 ஐவெச்சி செய்த 005 அடிமைகள் Agee நட்ட Sat ய் ao பகர ot நாங்களும் பொங்குவோமில்ல
354,354.jpg,Troll/Oppose,Troll/Oppose Against Person,1,ae த டட ட்ட ன் BN டக ios ட ளம ் ட த த 4 ர ர 3 ர க ட பி at LS ran ஆ ம் 4 படத்த அ ததத ட க ராரா வ ர ப பா a AA Ml ஆ ஆ கொடநாடு கொலை கொள்ளை விவகாரம் ௫ தழ நை a ae தொப்பி போட்டால் எடப்பாடி எம்ஜிஆர் ஆகிவிட முடியுமா கட அட்ட இது அகட ஆட 1 ஆர் வந்த் 1 r ர் Sea jn woot 7 li ் rt பக் 1 ம் ு் ் id A ண்ண eS ல 1 re eer rE Sen ae a ரம் து ட் எ பிக ஹெ A os த has ஸ் Le aes ஜ் ல் or ் கொலை கொள் படம IER tS RTS வடக்க வத்த வ வ்த வ வலத ப்பட 1 பலர அட்டி வலவ கடம ல கதத த் இ அதட்ட ட்ட டட வலம் ORNS C Ns CA ci dal ee Soa erat Ay eum SL yes
355,355.jpg,Troll/Oppose,Troll/Oppose Against Person,1,அதிமுகுடன் கூட்டணி வைத்தால் எனது தலைவர் முரவினை ராஜினாமா செல்லேன் a NN கு 0௫ 6 men eg க நல sas Wy Pat rit ca இர மாங்ன இவன் ஆஹிமுகுக்காரங்க கிட்ட செம்மைனா வாஸ்கி இருக்கான் மோல ive ழ் அப ந e ரர ண ் வ வா் ட ச ல் ் ௩ இஞ்சி கட வழ ட ட Nagle in
357,357.jpg,Troll/Oppose,Troll/Oppose Against Person,1,உ ரூ கூந்தல் ஆய்வு செய்யும் தெர்மாகோல் விஞ்ஞானி ர் அல ர் டட ry ar ஸ்ர க் கொடநாடு விவகாரத்தில் இவர்கள் ஏன் பயப்படுகிறார்கள் இ ம் தொப்பி போட்டால் எடப்பாடி AMMK Leader 5 எம் கிவிட மா TTV Dhinakaran Press Meet ஜிஆர் Ab யவை க Poet Ee ee So NS க்ஷ se பள் nian Vat Pe ie a ALC ௫ ம் வ் a 8 BO Ve க இதி அ 7 1 ye ப ர ரர Me a ah a a id re த ர i aan ர னி ல fs eg தைட 2 இத்த ஷு ay ee பப ரர் A OS
358,358.jpg,Troll/Oppose,Troll/Oppose Against Person,1,க தேர்தல் தோல்விக்கு ae r இ பி எஸ் தி ஐ இ எடுத்த பகை காரணம் eo cy ் ட a zs aed ப கு பட ட ப ஆத ண்ட தி ர் ு rns te ட த் த ப்ட் அண்ணே சீமான் அண்ணே பெரியப்பாவுக்கும் சித்தப்பாவுக்கும் இடையில புது பஞ்சாயத்தாம் எப்பண்ணே கிளம்புறீசு பஞ்சாயத்து பேச
359,359.jpg,Troll/Oppose,Troll/Oppose Against Party,1,தேர்தல் ஆணையத்தை மடக்கிய ஓபிஎஸ் அணி வக்கீலின் நச் பாயிண்ட் இதான் நீ நச்சுன்னு புடிச்ச பாயிண்ட்டா
360,360.jpg,Troll/Oppose,Troll/Oppose Against Person,1,உன்ன மாதிரி டயர் நக்கி நா இங்க வரல ஏன்னப்பா இப்படி அச்ங்கமா கேட்டூட்ட ogee pr a BR EDapPan Vee ears ட ட் அதி க ௫ ் இ டட த 9 bo ண இ ஆ
361,361.jpg,Troll/Oppose,Troll/Oppose Against Person,1,ணங்க மாமானு றட ஹா க்குழு கூட்டுவோமா கழ வாய் ந்தான செல்லாதுன்னு சொன் ் லவிக்பா வமர விதாத சல்மா கோர்ட்டுக்கு போவோமா செ இத்கைகர்களின இழத வல் ஈதுன்னு சொன்னதே கோர்ட் ஐ ௫ தனமா எதா காரத்தில் ர ் திராவிட முண்ட ல் ் த ம் பேசுவோமா ப ட்ரஸ் உய கவ் Sg வார்த்தை சரிப்பட்டு வரலைன் டு ஒழிர்நட்ததும் எனபதற்கு என்று க டு போனதே வைக்கா ஸமா இலள் திரு ஜெயச்சந்திரன் ன ரர சாற்று சிறப்புமிக்க எதாப்பினால் என்னடா பண்ண Ds 4 ண பணி on ou றி து ட த a he ட்ப க் ம வ ம் நதி எல் ம் கண்ட ஆ அ é EPS Ne ee அக்கட கு BaP இ அதத களு ்ட்ர கணு
364,364.jpg,Troll/Oppose,Troll/Oppose Against Person,1,நாளைக்கும் வழக்கம் போல சூது கவ்வுனா நீதிமன்றம் செல்லாதுன்னு ஒரு கேச போட்டு விடுங்க மத்தத நாங்க பாத்துகுறம் 2 a iN ன ட்
365,365.jpg,Troll/Oppose,Troll/Oppose Against Person,1,அவரு அதிமுக அம்மாதான் ஆனா நாங்க அதிமுக புரட்சித் தலைவி அம்மா க ன் க id Cal a மக்க
367,367.jpg,Troll/Oppose,Troll/Oppose Against Person,1,பப அம நட றபப 11 பப pain Pe ப் FMM CMY Canary sO tied ஃ eat iow i rTM ea
368,368.jpg,Troll/Oppose,Troll/Oppose Against Person,1,நீ அதிமுக அம்மாவா அப்ப நான் அதிமுக புரட்சித் தலைவி அம்மாவா ee Ze ட ட ச 71 ரெண்டும் ஒன்னுதானே அதாவது இப்ப இங்க பாரு
369,369.jpg,Troll/Oppose,Troll/Oppose Against Person,1,ர் ணை எ அ வல் தேத ஜூ த றல இ ந ட ற ௪ 57 ன i eG ள் ட் பது ௫ ராப் 3 Bek eo SORE தி ச்ட் i ் த டது ப x LENE ர இ A ் வ் ட ஸத் ர ed ட இ ் த இதம் அ மு த ட தீ aa மழு a a a RR ட ப்பூ து ட்ட த ய் 4 ம் ந் ட ர் கு ர் ம் ் டி ல் 9 ச கே ae 3 ihe ey r யாரு சாம் இவன று e
370,370.jpg,Troll/Oppose,Troll/Oppose Against Person,1,தலைவர நம்ம கூட்டணிக்கு சிரச்சாரம் செய்ய ராகுல் தமிழ்நாட்டுக்கு ராகு தலைவரே a a eS Aveo ட கக் சட ஜயோ அந்த ஆளு பிரச்சாரம் பண்ண நடக்கு கிடைக்கிற 1௦ தொகுதிகூட கிடைக்க
371,371.jpg,Troll/Oppose,Troll/Oppose Against Party,1,TN ELECTION 2021 e க் ஸி 3 ் து ம a i ADMK
373,373.jpg,Troll/Oppose,Troll/Oppose Against Party,1,தஇமுகாவிஷ்தேரதல்தஇுறுக்கை தயாரா வி பிந்து a பக தப்பிய ட நக்கீரன் போன்ற புலவ etary LESH CORTE CRUSE பண யமா வைத்து களடுபிடுத்துள்ள் த றிவிப்புகளை பெர்து தப்ப அதனை ப தப் ர்வைக்குகமர்பிமித்கிறோம் நன்றி இ a lO RE ததை கை aes இத்த ஸ்ம இ ட அதக க இ இஇது த் டர தக f இத்தல oH we 4 ae ள் ப ee a tah cone i கம் லு ரம் ர் ப ன ன் nc ணன் eee அ எத்தை ட தீ as a ததத க கு இ சததிலு ட gg 1 GEO Lr Lo பூப் ட் ene பி் ம் ஐ ரணம் பைய ஆட மவ ய பணை ததா வது ௮ ULL ஆ as பூத் பகன் டக re cre இல் 2 73 பி தண்டுப் இ Bek ea eee OOO ar ட ப பலம் a ட ் oS டர் WEL
374,374.jpg,Troll/Oppose,Troll/Oppose Against Person,1,அதிமிஸிபய்ணணிபாதங்க டத சு 5 சீ AS உ i ஆ ம் 6 2 ௫ 4 ae wf 4 வன் ௮ த்த ஸ்பாலின் தான் வராரு 01௦101
